Date,AAPL,MSFT,GOOG,AMZN,NVDA,META,JPM,GS,BAC,JNJ,UNH,PFE,KO,PG,NKE,WMT,XOM,CVX,CAT,HON,UPS,DIS,NFLX,TSLA,COST
2021-11-30,161.752335,319.144745,141.291992,175.353500,32.607063,321.933594,142.357162,340.658325,39.752460,137.959091,410.668793,43.027367,46.230007,129.865433,157.456436,44.224342,51.571487,95.114525,179.068008,174.207748,162.576675,141.566208,64.190002,381.586670,513.540649
2021-12-01,161.233688,318.652496,140.464783,172.186005,31.372528,308.181519,141.514679,338.402222,39.189297,139.861313,410.779785,43.788128,46.097782,131.500168,155.093292,43.126839,51.528400,94.465637,177.326904,171.778610,159.118149,138.879456,61.777000,365.000000,504.457764
2021-12-02,160.245361,318.082886,142.605743,171.867996,32.062149,307.973206,144.490311,348.343536,40.321045,138.985413,412.332886,42.474804,46.776474,132.272659,158.163513,42.601665,52.812511,97.027412,182.253937,175.723816,163.830582,143.813278,61.646999,361.533325,500.335175
2021-12-03,158.366562,311.827209,141.359955,169.489502,30.632002,304.450867,141.873154,344.020111,39.404858,141.011505,416.738464,43.459801,47.190739,134.626022,158.671463,43.243183,52.476398,96.412262,183.189301,175.293152,164.510818,142.855820,60.213001,338.323334,503.591248
2021-12-06,161.771866,314.897125,142.625565,171.368500,29.977308,315.395020,143.549255,349.925568,39.656364,144.161179,426.746033,41.225544,48.398273,136.664932,157.431839,43.711750,53.071064,97.920692,186.412277,177.661942,165.600861,146.910370,61.269001,336.336670,507.656708
2021-12-07,167.506088,323.324921,146.831009,176.164505,32.362560,320.296478,145.709274,359.642151,40.159367,144.532776,431.031036,41.417740,48.662701,136.305679,159.650116,43.570244,53.665722,99.370102,189.385193,178.437164,168.330017,147.340225,62.557999,350.583344,516.054443
2021-12-08,171.322372,323.373138,147.509460,176.158005,31.762756,327.986145,144.042175,357.134399,39.665344,145.399826,434.861603,41.161472,48.477600,136.916458,158.680801,43.129986,53.820858,99.816734,189.107285,176.283707,167.780884,149.812012,62.807999,356.320007,504.714813
2021-12-09,170.813568,321.567902,146.899963,174.171005,30.429401,327.251923,143.818100,356.388336,39.961761,146.779999,438.998108,41.706028,48.354202,137.715912,156.676880,43.729889,53.958740,99.555504,189.051788,177.446625,169.272507,149.421204,61.099998,334.600006,499.211700
2021-12-10,175.598633,330.681091,147.464340,172.212006,30.137985,327.182434,143.244476,351.507629,39.988697,146.417267,443.552155,42.266598,49.605801,139.638092,157.571686,44.528698,54.303474,99.724022,188.431274,180.728516,171.378769,149.196518,61.166000,339.010010,532.049377
2021-12-13,171.968231,327.649780,145.509888,169.567505,28.105030,331.885559,141.541534,345.736877,39.144386,149.036163,443.468597,44.204544,50.910286,141.623169,155.502518,45.330677,53.114166,97.651001,186.384491,180.228882,169.083984,146.968948,60.456001,322.136658,530.526062
2021-12-14,170.588486,316.972717,143.789978,169.091507,28.280685,331.141357,142.626022,349.494110,39.638405,150.664108,444.692902,44.476826,50.945553,142.144135,154.160385,45.763241,53.036591,97.937531,186.745682,178.032349,166.977737,145.669586,59.799000,319.503326,519.215271
2021-12-15,175.451813,323.064240,146.168472,173.315002,30.398468,338.999695,141.559479,350.473816,39.467731,151.416153,458.530945,47.087440,51.174717,142.692032,152.762283,46.025311,52.803909,97.381348,187.588470,180.685410,168.641418,146.939651,60.504002,325.329987,538.390381
2021-12-16,168.562881,313.651794,143.659058,168.871002,28.330585,332.292358,143.773300,357.179352,40.419849,153.070618,457.121246,49.049435,51.694756,144.713089,151.662491,45.258064,52.890076,98.291466,190.941055,180.556198,170.444473,145.327606,59.105999,308.973328,526.155945
2021-12-17,167.466980,312.589813,141.640152,170.017502,27.745752,331.190979,140.501892,343.184082,39.413845,148.841492,451.797485,47.632004,50.883850,141.434570,150.394913,43.808823,51.735229,95.729675,186.495605,176.731644,169.313492,145.337372,58.673000,310.856659,521.376404
2021-12-20,166.106796,308.834534,141.241928,167.078995,27.663910,322.915924,137.974350,334.024750,38.767128,148.416824,448.653229,48.865250,50.716389,141.793854,146.312515,43.950901,50.985447,95.771805,181.022171,172.149048,165.904068,143.100067,59.374001,299.980011,522.280884
2021-12-21,169.277267,315.959045,143.046097,170.417007,29.017220,331.597778,139.901352,341.853882,39.692287,147.939072,451.880890,47.207577,50.919109,141.704010,155.306793,44.083508,52.140289,97.305504,183.661682,173.716766,169.731461,147.574707,60.492001,312.843323,519.300903
2021-12-22,171.870377,321.664490,145.752380,171.037003,29.341572,327.876984,140.448090,343.660553,39.773132,148.576111,458.299194,47.688053,51.280487,143.105270,154.197647,44.140343,52.562592,97.861671,187.218002,173.863190,170.829651,148.385605,61.424000,336.290009,523.337646
2021-12-23,172.496628,323.102875,145.944290,171.068497,29.581095,332.629669,140.949966,346.096436,39.898884,148.859222,459.458496,47.015381,51.315739,143.805878,154.412033,44.042465,52.588440,98.097649,190.968796,176.774719,173.903015,150.095352,61.409000,355.666656,524.004211
2021-12-27,176.459732,330.594208,146.858292,169.669495,30.883505,343.484497,141.756699,348.792969,40.096497,150.115555,463.279755,47.407776,51.694756,145.485535,156.192245,44.443451,53.338238,100.103226,191.135559,177.816986,176.296173,149.284439,61.312000,364.646667,536.476685
2021-12-28,175.442047,329.435760,145.255463,170.660995,30.261736,343.524200,142.186844,348.406464,40.150387,150.717209,466.470306,46.454807,51.897472,146.266998,155.111069,45.081249,53.165859,99.909424,191.357834,178.351059,175.943741,151.629227,61.070999,362.823334,537.590576
2021-12-29,175.530136,330.111481,145.311508,169.201004,29.941378,340.269714,142.115143,347.139099,40.087513,151.778946,468.918793,46.110462,51.959175,147.479630,157.310669,45.059143,52.700478,99.395393,192.015366,178.764557,175.878189,151.306808,61.054001,362.063324,540.570679
2021-12-30,174.375458,327.572540,144.813599,168.644501,29.527203,341.678650,142.043442,346.527863,39.997684,152.451294,467.852234,46.767132,51.809330,146.204117,156.108368,45.204388,52.390224,98.957184,190.857758,178.402740,175.304474,152.342438,61.209000,356.779999,536.895569
2021-12-31,173.758987,324.676392,143.501373,166.716995,29.352549,333.731079,141.926956,343.858215,39.961761,151.354218,465.728271,47.287659,52.188335,146.931671,155.344070,45.684307,52.734955,98.889778,191.468964,179.608688,175.665070,151.326340,60.243999,352.260010,540.504089
2022-01-03,178.103653,323.160828,143.893143,170.404495,30.061140,335.904083,144.929535,355.345673,41.479752,151.770050,465.858154,45.365726,52.267662,146.320862,153.479965,45.671673,54.760235,100.499306,191.709747,178.135727,174.976639,153.153305,59.737000,399.926666,539.561401
2022-01-04,175.843246,317.619446,143.240509,167.522003,29.231791,333.909668,150.423767,366.266815,43.105522,151.363022,455.303345,43.668011,53.140263,146.832855,155.083069,44.834972,56.819992,102.327957,201.971344,180.030762,178.082809,152.147018,59.115002,383.196655,537.200256
2022-01-05,171.165817,305.426758,136.532578,164.356995,27.549135,321.645905,147.673706,358.311951,42.377968,152.371674,454.181030,44.548893,53.580963,147.497589,151.224411,45.441189,57.526695,102.993668,203.517990,181.805237,175.845398,151.619461,56.751999,362.706665,523.575745
2022-01-06,168.308502,303.013306,136.430923,163.253998,28.122000,329.871338,149.242569,356.783844,43.231277,151.849655,435.594208,43.916256,53.298916,146.258041,150.096649,45.314903,58.879757,103.870087,205.592484,181.598526,177.550110,153.290100,55.328999,354.899994,523.461487
2022-01-07,168.474823,303.167786,135.888840,162.554001,27.192850,329.206604,150.721313,357.305237,44.174404,153.902298,425.345551,44.620968,53.175522,146.177185,146.303253,45.747448,59.362362,105.361633,207.630005,185.845169,178.795837,154.198715,54.105999,342.320007,510.493988
2022-01-10,168.494446,303.389740,137.445587,161.485992,27.345547,325.515564,150.865585,358.797272,43.949833,153.141403,431.281464,45.037392,53.263657,144.183151,140.216995,45.659046,59.009018,105.429039,205.268356,183.872589,173.526047,152.997025,53.985001,352.706665,493.946625
2022-01-11,171.322372,304.075256,138.877335,165.362000,27.761717,331.766449,151.018829,362.284882,44.201347,151.513443,434.991425,45.397747,53.281288,142.512436,140.086472,45.529602,61.491089,107.839142,203.703201,186.327545,173.149048,154.257339,54.084000,354.799988,497.021851
2022-01-12,171.762741,307.251282,140.494553,165.207001,27.943356,330.665100,151.875443,350.833374,43.886974,150.221725,439.369110,45.365726,53.360607,142.826813,141.866669,45.289631,61.310101,107.299820,205.972198,187.998627,173.108047,154.169388,53.722000,368.739990,500.611176
2022-01-13,168.494446,294.247620,137.998047,161.214005,26.522186,323.937897,151.686081,351.273804,43.797150,149.310410,433.535309,44.476826,53.677921,142.180069,139.424713,45.930592,60.870567,106.853195,210.232452,189.015076,172.493378,151.863708,51.919998,343.853333,492.118500
2022-01-14,169.355576,299.460693,138.648209,162.138000,26.888453,329.315735,142.362946,342.411102,43.033661,148.496460,434.703918,44.004345,54.109814,143.545380,138.110504,45.801132,61.939240,108.673409,212.029144,187.481796,169.272507,148.444214,52.569000,349.869995,478.893921
2022-01-18,166.155731,292.172119,135.180679,158.917496,25.851521,315.672791,136.393951,318.555420,41.551601,147.841736,427.562225,43.331673,53.677921,140.778885,136.964081,44.999157,62.982033,109.027351,212.890442,183.984543,168.493912,148.766647,51.080002,343.503326,464.688660
2022-01-19,162.662323,292.828552,134.547348,156.298996,25.017181,317.101562,134.284027,312.191528,41.713284,147.381683,428.981232,42.875214,53.766068,145.512497,135.249146,45.447514,63.007885,108.631279,206.282990,181.520981,166.994141,146.656326,51.585999,331.883331,466.678680
2022-01-20,160.979279,291.158417,132.419342,151.667496,24.102007,314.095184,133.138947,312.892548,41.093513,146.204987,429.426422,43.283615,53.545708,146.298157,133.030914,44.588692,63.145767,108.243622,201.601944,179.961868,165.789368,144.223618,50.825001,332.089996,459.690186
2022-01-21,158.924301,285.781342,129.032639,142.643005,23.327551,300.809418,130.812668,309.126404,40.347988,145.868744,427.729156,42.274605,53.281288,146.858063,133.235916,44.263481,62.197773,106.945900,199.238129,176.671341,165.510712,134.219223,39.750000,314.633331,458.538208
2022-01-24,158.151276,286.109528,129.310364,144.544006,23.325550,306.306305,130.695465,308.658997,40.015652,144.187744,428.749329,41.273594,52.849396,145.666016,136.078674,44.266640,62.732101,107.173431,199.461502,176.111450,167.297363,134.297379,38.715000,310.000000,465.478943
2022-01-25,156.350754,278.502350,125.703484,139.985992,22.279629,297.812866,132.120087,307.005066,40.806084,148.310669,423.713196,42.074398,52.725998,144.076614,135.594009,43.303631,64.576408,111.732399,199.442871,174.259445,165.502518,133.369232,36.641998,306.133331,454.453674
2022-01-26,156.262726,286.437714,128.187592,138.872498,22.726742,292.335907,133.373367,308.020782,41.228245,148.974243,425.187805,42.450775,52.532089,142.821350,134.205307,42.861599,63.921406,111.816658,199.424271,172.838120,163.093002,130.526199,35.970001,312.470001,460.309052
2022-01-27,155.802765,289.459412,128.069550,139.637497,21.900389,292.345856,131.020065,306.537659,40.842010,150.929520,428.128021,43.064022,52.576168,143.706314,134.811127,42.890015,64.740143,114.075066,197.451309,172.838120,159.675446,132.304306,38.669998,276.366669,459.404633
2022-01-28,166.674347,297.587952,132.204102,143.977997,22.794613,299.360748,132.192215,311.912842,41.201305,151.991196,432.264618,43.838642,53.625038,144.943588,135.994827,43.420464,64.878044,110.063858,187.205139,173.992416,162.478317,135.440460,38.436001,282.116669,468.839813
2022-01-31,171.028809,300.213715,134.593491,149.573502,24.437338,310.820862,133.986496,318.807037,41.443825,152.433578,438.302521,42.515327,53.774868,144.898438,138.008041,44.143505,65.464066,110.670586,187.577362,176.137299,165.723816,139.680603,42.714001,312.239990,480.931488
2022-02-01,170.862503,298.070618,136.755722,151.193497,24.589033,316.516144,136.285736,327.238373,42.162395,151.186157,434.444183,42.821949,53.378239,144.257202,138.147827,44.490814,69.661171,113.586281,191.104446,176.878098,189.064972,141.165634,45.713001,310.416656,484.054230
2022-02-02,172.066071,302.607910,146.831009,150.612503,25.191833,320.485046,135.194763,326.339569,42.117485,152.858307,444.989777,43.459400,53.924713,146.840042,138.604507,44.471867,69.480179,114.108772,190.722916,178.781784,190.228714,139.338654,42.948002,301.886658,497.012329
2022-02-03,169.189178,290.820587,141.488876,138.845505,23.900410,235.908707,134.076675,322.582336,41.704300,152.849426,453.327850,43.072083,54.303730,148.230789,135.435577,44.516075,68.670052,113.089104,186.674667,165.163177,187.425842,136.808228,40.560001,297.046661,497.527283
2022-02-04,168.905075,295.348267,141.851410,157.639496,24.270668,235.243896,137.557083,330.420349,43.366009,151.849655,448.133911,42.765469,53.730808,145.873688,135.510162,43.991951,70.161018,114.504829,184.645874,164.956406,184.229523,138.752472,41.016998,307.773346,495.620239
2022-02-07,168.189819,290.530945,137.806625,157.935501,24.678856,223.158783,138.016907,330.914734,43.572590,151.345367,448.625488,42.934917,54.294910,144.781036,135.277145,43.559380,71.005615,116.754829,185.958054,165.800583,184.450821,139.231201,40.209999,302.446655,491.920502
2022-02-08,171.295715,294.016052,138.079391,161.413498,25.058102,218.465591,140.613724,332.667511,44.354050,151.743469,457.631348,41.716503,54.647472,144.455902,133.776535,43.568851,69.169930,114.976746,187.521515,167.592300,184.565552,139.201874,40.353001,307.333344,496.936096
2022-02-09,172.716400,300.435760,140.301132,161.189499,26.651930,230.193573,141.199783,336.649414,44.264225,151.725784,461.981262,41.530922,53.801315,144.130814,136.321014,43.474140,68.838791,116.114342,189.475815,169.366699,184.459015,143.842590,41.289001,310.666656,504.259277
2022-02-10,168.640472,291.911407,137.473831,159.003494,25.772676,226.294144,140.613724,333.090027,44.057636,149.894363,451.426514,40.828922,54.100994,141.936340,134.978882,42.965794,68.176559,114.639648,188.982620,165.171768,180.861099,148.659180,40.626999,301.516663,494.390106
2022-02-11,165.230881,284.825623,133.037766,153.293503,23.901405,217.840500,138.783340,326.339569,43.042652,148.381439,443.459381,40.974159,53.140263,141.141602,130.654175,42.728996,69.893166,116.973923,187.279541,161.071518,174.968460,146.031052,39.131001,286.666656,485.989441
2022-02-14,165.466003,284.786957,134.198242,155.167007,24.218773,216.004898,137.493927,323.804718,42.593540,146.514618,439.999878,40.183399,53.484013,141.547989,131.968353,42.293278,68.821373,115.170555,186.023239,160.813110,175.378281,147.379318,39.657001,291.920013,483.023926
2022-02-15,169.296936,290.067566,135.314606,156.510498,26.442347,219.279205,139.504654,327.130493,42.925877,148.027527,443.552155,40.175335,53.686741,141.620255,135.687210,42.425880,67.958702,114.327522,189.299057,163.259476,178.058197,151.160263,40.745998,307.476654,490.041962
2022-02-16,169.061813,289.728973,136.367905,158.100494,26.458313,214.853943,139.757126,323.634003,42.827080,147.939072,445.240143,40.086575,53.677921,142.694885,136.535400,42.160656,68.272392,114.361595,189.513077,162.854630,176.460083,152.752777,39.807999,307.796661,488.592682
2022-02-17,165.466003,281.245148,131.231125,154.652496,24.458298,206.092682,136.538193,313.755524,41.380947,147.036652,436.234222,39.457199,54.753242,144.329453,133.096115,43.849869,68.167839,113.774025,181.230469,159.004242,172.690079,149.430984,38.667000,292.116669,491.081329
2022-02-18,163.917938,278.536469,129.405106,152.601501,23.595015,204.554764,137.178391,311.040955,41.282139,145.460541,433.887695,39.158642,55.123440,144.401718,133.235916,43.568851,67.409737,113.612236,178.634033,156.885208,172.830444,147.877594,39.129002,285.660004,488.850037
2022-02-22,160.998199,278.333313,128.348755,150.197495,23.343517,200.506546,136.934937,309.450012,40.922855,143.483826,428.972015,38.351757,54.894272,142.622635,128.799423,43.082623,66.625488,112.743660,177.945343,157.255615,172.508499,144.682816,37.737999,273.843323,478.847504
2022-02-23,156.834091,271.126434,126.546066,144.826996,22.342510,196.904800,134.067673,306.681488,40.222252,143.555038,426.291534,37.819206,54.286095,140.843613,127.531822,42.640587,66.895622,115.426033,173.720337,154.154556,168.801880,142.513885,36.745998,254.679993,472.249023
2022-02-24,159.450104,284.979187,131.593124,151.358002,23.700802,205.983551,130.334763,305.782654,39.162342,140.812546,422.832062,37.084923,53.334175,137.050690,127.848747,42.476402,66.050400,114.829948,171.877701,157.930878,171.039062,145.962662,39.002998,266.923340,482.089478
2022-02-25,161.517502,287.610443,133.424103,153.788498,24.108990,208.841125,133.418503,314.708282,40.437820,147.811310,441.251953,38.505066,55.396671,142.902603,129.367950,43.060524,67.827988,119.538933,174.083252,163.318268,173.317490,146.089661,39.080002,269.956665,493.446075
2022-02-28,161.781998,289.042145,133.792618,153.563004,24.336540,209.386841,127.855240,306.771332,39.701271,146.537994,441.363159,37.875675,54.859016,140.780380,127.270859,42.675320,68.333397,122.621536,174.567200,164.348953,173.705475,145.044296,39.452000,290.143341,495.124298
2022-03-01,159.900833,285.327454,133.075470,151.141998,23.430342,201.905548,123.031349,296.744324,38.147366,146.030426,441.715729,36.915478,54.621033,138.450424,123.235107,42.937382,68.986931,127.492348,170.146667,159.022232,169.709946,142.347809,38.624001,288.123322,498.633270
2022-03-02,163.192871,290.396454,133.654205,152.052505,24.175983,206.489563,125.583061,304.140228,38.767128,147.846863,450.183655,38.488918,55.026485,138.883926,126.459953,42.991055,70.172012,131.256073,179.248260,161.482071,174.563995,143.950058,38.002998,293.296661,503.467804
2022-03-03,162.869583,286.265778,133.214310,147.898499,23.670902,201.389603,124.690414,301.463989,38.351921,150.019562,451.305908,38.593815,55.061737,139.398666,124.866165,43.979324,70.616402,133.027313,181.332855,162.417465,175.364761,142.220779,36.806999,279.763336,508.283173
2022-03-04,159.871414,280.403412,131.046127,145.641006,22.894314,198.502274,121.182945,298.073395,36.961910,150.909988,462.491425,39.255478,55.149887,140.103043,122.544746,45.093880,73.274101,135.096542,182.086670,162.339539,173.680710,137.482391,36.173000,279.429993,501.083954
2022-03-07,156.079681,269.810791,125.434685,137.453003,21.313192,186.010284,116.503357,291.039062,34.606094,153.340881,451.565582,38.714848,53.836582,138.026001,116.248436,44.730774,75.914375,137.983261,183.054504,157.775009,166.077667,130.428497,35.026001,268.193329,503.963715
2022-03-08,154.257294,266.850555,126.242065,136.014496,21.474903,188.808334,115.682846,290.568878,34.831745,150.233276,439.127930,38.279118,51.703560,132.562363,113.231056,43.805672,76.489479,145.212830,195.431870,158.710434,167.918579,128.718735,34.175999,274.799988,499.043457
2022-03-09,159.655884,279.087860,132.775925,139.279007,22.972176,196.954376,120.317352,301.617645,37.043140,150.803131,450.359863,39.336166,51.967991,134.350479,118.593201,44.032982,72.141312,141.585281,195.227127,160.581284,170.700577,130.575027,35.879002,286.323334,503.134033
2022-03-10,155.315430,276.272766,131.601547,146.817505,22.616827,193.690018,118.892731,298.281342,36.709171,151.070267,455.804230,39.699265,51.016060,130.891724,117.733757,45.033882,74.380753,145.459793,197.097672,159.680496,171.030792,130.565262,35.676998,279.433319,507.968445
2022-03-11,151.602036,270.932922,129.413025,145.524506,22.059835,186.149200,116.214821,295.659302,36.402279,150.794250,449.180939,40.562641,51.051311,129.338394,114.557594,44.857075,73.997353,145.527924,199.926834,157.844299,168.323120,128.718735,34.032001,265.116669,502.914764
2022-03-14,147.575150,267.421265,125.708939,141.852997,21.291237,185.176819,117.368927,293.832855,37.187557,152.877838,453.878662,42.160305,51.992764,130.991058,109.830666,45.482235,71.348366,141.968460,200.494492,158.675812,168.653336,126.061325,33.101002,255.456665,501.512970
2022-03-15,151.954803,277.781860,128.604660,147.366501,22.931250,190.534775,119.451752,297.612274,37.458340,156.840240,463.171661,42.128025,52.951969,135.705109,111.540192,46.028465,67.287766,134.781525,201.443726,162.651367,173.796280,131.112381,34.375000,267.296661,517.122498
2022-03-16,156.363846,284.785706,132.601852,153.104004,24.451479,202.044479,124.789612,308.100433,38.631729,155.397797,463.497223,42.700920,52.809872,135.244507,116.949066,45.892700,67.035049,134.296097,201.090073,165.457626,179.880325,134.961731,35.752998,280.076660,518.142761
2022-03-17,157.372986,285.588684,133.504410,157.238998,24.720989,206.221680,126.367455,310.369904,38.839336,157.427948,471.646057,43.766022,53.369411,135.668991,119.022934,45.962429,68.821373,136.620819,206.320206,166.237167,183.529144,136.261139,37.139999,290.533325,527.106018
2022-03-18,160.665054,290.628632,135.687515,161.250504,26.404926,214.804352,126.322426,312.277679,38.721992,155.682693,470.808807,43.983875,53.378296,135.596741,122.600815,46.098721,68.551224,137.719299,205.585007,168.653641,181.432281,137.072037,38.060001,301.796661,535.268188
2022-03-21,162.036758,289.400085,135.367126,161.491501,26.685413,209.843246,125.916641,306.509155,38.667839,156.564224,472.241333,43.725677,53.804607,136.111496,121.619919,45.715202,71.627205,140.197281,208.190750,167.181259,180.425201,135.430695,37.459000,307.053345,529.718628
2022-03-22,165.407227,294.140228,139.135208,164.889008,26.475798,214.963074,128.594589,310.134888,39.877335,155.825150,470.064697,42.797741,54.000000,137.159058,124.329033,45.578911,71.313499,139.728912,207.260147,168.922150,180.309616,136.886383,38.292000,331.326660,533.427979
2022-03-23,166.769135,289.719360,137.375656,163.408005,25.587416,211.797913,126.033867,303.444031,38.893490,155.237488,468.120453,42.111881,53.644737,136.201813,124.244942,44.992538,72.437584,141.236115,206.757584,166.592255,177.139603,134.473221,37.449001,333.036682,528.278748
2022-03-24,170.551117,294.178925,140.161270,163.649506,28.098841,217.860367,126.854393,304.004669,38.875439,156.038879,477.636749,42.434650,54.159863,136.436615,123.385529,45.271461,72.655434,141.610809,206.794846,168.627655,177.205688,135.762848,37.570999,337.973328,532.178772
2022-03-25,171.187943,293.772644,140.369080,164.773499,27.641676,220.092834,127.963432,305.143921,39.471165,157.534790,477.236725,42.587948,54.648361,138.016953,124.898872,45.467964,74.241333,144.173950,207.865067,171.312683,177.775284,135.938721,37.384998,336.880005,529.890320
2022-03-28,172.050171,300.563507,140.794067,168.990494,28.167721,221.849030,127.016678,303.163788,39.308693,158.345078,477.394928,42.991398,54.994736,138.965195,125.935814,46.276218,72.158737,141.653381,206.459808,170.723694,181.242462,135.528381,37.851002,363.946655,538.948914
2022-03-29,175.342224,305.119934,142.083527,169.315002,28.603926,228.070206,127.296165,307.105927,39.209408,158.264923,475.097137,42.555683,55.207897,140.392075,129.980774,46.666088,71.775330,139.924789,205.706009,171.096130,183.636444,139.104172,39.181999,366.523346,543.497253
2022-03-30,174.176270,303.620514,141.482941,166.300995,27.639681,226.075897,126.719154,303.425964,38.812256,159.912247,484.483215,42.313606,55.252300,139.425735,129.420273,47.502857,73.003975,140.912567,207.604462,170.230026,181.779037,137.716873,38.146999,364.663330,549.685791
2022-03-31,171.080215,298.251648,138.512329,162.997498,27.236412,220.628647,122.914124,298.462189,37.205612,157.810806,474.390167,41.772984,55.065792,137.989853,125.702255,47.201748,71.967033,138.655960,207.362518,168.532394,177.040573,134.004272,37.459000,359.200012,549.094604
2022-04-01,170.786209,299.325409,139.554260,163.559998,26.663458,223.099243,122.003456,298.570648,36.916779,158.665649,476.827423,41.611610,55.838486,140.057907,124.730736,47.864201,72.428886,139.839615,204.524124,169.788300,170.585022,133.847946,37.347000,361.529999,548.827454
2022-04-04,174.832748,304.694305,142.472824,168.346497,27.310278,232.068848,122.544487,296.753296,36.853596,157.134064,474.436707,41.103268,55.545403,139.145798,125.496742,47.873703,72.463730,139.967346,205.491943,169.822952,169.404526,135.391617,39.150002,381.816681,548.408081
2022-04-05,171.521072,300.737762,139.914322,164.054993,25.883871,230.034790,121.118347,292.910645,36.230793,158.149200,481.636719,41.345341,55.483234,139.633484,123.591026,48.009995,72.089027,139.107300,201.034210,167.709579,162.800400,132.499725,38.014999,363.753326,548.589050
2022-04-06,168.356384,289.728973,136.058960,158.755997,24.362642,221.561310,119.437943,285.948639,35.833645,162.262939,494.650726,42.660576,56.042767,141.629257,119.910393,49.125694,72.890694,140.342010,201.211075,167.700897,160.472427,129.519897,36.834999,348.586670,557.619019
2022-04-07,168.660126,291.537994,135.353760,157.784500,24.164007,221.214020,119.074593,284.040924,35.553833,161.844421,499.487915,44.508366,56.344742,143.462524,120.863258,49.616989,74.110626,142.292038,200.922562,166.904114,159.077301,128.835983,36.215000,352.420013,579.798462
2022-04-08,166.651535,287.281525,132.919220,154.460495,23.076986,220.598862,121.254608,290.586884,35.806561,162.165039,507.869415,44.516430,56.691113,144.582336,119.714211,49.892746,75.670395,144.701874,201.974182,164.704102,157.649124,128.835983,35.588001,341.829987,572.160522
2022-04-11,162.399292,275.953522,128.739532,151.121994,21.877167,214.774536,120.809509,290.017334,35.734348,160.134842,499.943634,43.515884,56.673359,144.031448,116.752892,48.903824,73.064972,140.980682,201.062164,163.933212,157.541840,127.644051,34.799999,325.309998,557.504822
2022-04-12,164.270706,272.857910,127.329132,150.787506,21.464918,212.472626,119.483353,289.131287,35.355259,160.188293,496.473816,42.854233,57.339470,143.597977,116.808929,48.567848,74.589874,143.918503,201.667068,165.422974,155.106567,127.829666,34.410000,328.983337,554.348511
2022-04-13,166.955261,278.236572,129.225082,155.541000,22.162647,213.315994,115.631981,291.111389,35.039349,160.865005,499.534424,42.846165,57.490467,144.004379,119.097656,49.832520,75.644257,146.183578,203.128174,168.766266,155.915558,129.304962,35.042999,340.790009,563.626343
2022-04-14,161.948547,270.700714,126.216774,151.706497,21.219364,208.543457,114.560127,290.813019,33.911072,160.188293,497.506439,42.862297,57.748020,143.200623,124.674652,49.788143,76.533073,146.115433,212.006332,169.060715,155.213867,127.468208,34.112999,328.333344,562.959045
2022-04-18,161.733063,271.368195,126.919006,152.785004,21.743416,209.128876,116.685654,298.263306,35.066422,158.193726,496.818207,41.829475,57.232899,141.836975,122.965157,49.407791,77.160454,148.073959,213.969955,166.358383,154.503906,124.830315,33.785999,334.763336,555.073364
2022-04-19,164.015900,275.992249,129.468094,158.115494,22.157658,215.617935,119.101845,303.751495,35.716297,163.019806,500.185486,40.490021,57.792446,143.959213,128.028351,49.968815,76.472061,146.319824,216.054596,170.801682,157.417999,128.865280,34.861000,342.716675,566.687195
2022-04-20,163.849350,277.017609,127.201187,153.998001,21.442957,198.859451,119.519676,308.371704,35.797543,163.741119,507.915771,40.143059,58.582901,147.788223,126.926018,50.596386,76.646332,146.915924,218.772018,170.056778,157.203339,121.703949,22.618999,325.733337,575.488403
2022-04-21,163.055710,271.648834,123.920120,148.296005,20.146320,186.605621,118.593170,302.259644,35.120575,163.269180,499.943634,39.626648,58.804932,147.672882,126.543030,50.672470,75.835945,140.146149,216.436157,169.710327,155.857773,118.860901,21.822001,336.260010,564.246399
2022-04-22,158.519333,265.089935,118.639977,144.350006,19.479534,182.676437,115.186882,289.122223,33.902058,161.648575,484.594879,38.835892,57.952305,146.437836,120.573662,49.718410,74.180336,137.055099,202.260147,165.111176,154.495636,115.548889,21.552000,335.016663,545.137390
2022-04-25,159.587311,271.561676,122.246361,146.074005,19.865833,185.534058,115.150558,290.614105,33.658352,165.628799,487.692505,39.497543,58.565144,147.618439,119.518051,49.743767,71.679489,134.108765,202.634216,166.141876,156.551254,117.190224,20.990999,332.673340,541.809509
2022-04-26,153.630234,261.404236,118.532852,139.391006,18.753857,179.541061,111.744263,283.109528,32.900162,164.444519,477.934387,39.562099,57.774681,145.111954,112.586487,49.223949,71.705612,133.291290,196.649628,162.547394,151.111084,113.106407,19.840000,292.140015,528.030823
2022-04-27,153.404907,273.980133,114.083878,138.167007,18.381535,173.587799,110.290924,283.209045,32.719627,162.147217,477.962311,40.134991,58.227638,144.721466,113.259079,48.887974,73.753365,133.044312,200.072052,161.404099,153.876511,112.559296,18.854000,293.836670,528.336060
2022-04-28,160.331940,280.180969,118.439117,144.596497,19.746050,204.128098,112.034935,287.892578,33.225094,163.358200,487.832031,40.756298,58.787182,148.399445,118.686623,49.512394,75.984100,137.770355,198.650711,164.496246,156.980499,112.637451,19.952000,292.503326,536.759827
2022-04-29,154.462997,268.466125,114.030319,124.281502,18.513298,198.909058,108.419731,276.210846,32.205147,160.686905,473.069275,39.594368,57.383881,145.802155,116.491333,48.491783,74.284904,133.410522,196.874054,167.605621,148.576706,109.061653,19.035999,290.253326,507.839752
