Date,AAPL,MSFT,AMZN,GOOGL,META,BRK-B,TSLA,NVDA,JPM,V,JNJ,WMT,PG,MA,XOM,UNH,HD,CVX,LLY,BAC,ABBV,KO,AVGO,PEP,COST,ORCL,TMO,CSCO,PFE,ABT,ADBE,NKE,DIS,MCD,WFC,DHR,PM,AMD,TXN,VZ,NEE,HON,RTX,AMGN,INTC,COP,LOW,IBM,GE,CAT
2021-01-04,125.856705,208.406540,159.331497,85.599022,266.845978,228.449997,243.256668,13.076016,109.491570,209.572968,135.059647,45.541054,119.853638,340.579315,33.693779,319.662170,232.104797,67.829147,156.794281,26.464048,85.339409,45.081974,38.173023,122.557877,358.677277,59.099358,465.204926,37.830803,28.367762,98.566498,485.339996,129.605042,173.592010,186.495712,26.340197,193.190521,63.420769,92.300003,139.822159,42.235981,64.869476,176.116867,60.811329,192.309921,44.902931,32.795181,144.930603,95.789566,50.937496,164.929382
2021-01-05,127.412781,208.607574,160.925507,86.289307,268.860107,227.470001,245.036667,13.366435,110.087326,206.445084,136.647583,45.298634,120.618889,336.635712,35.317585,315.363342,233.978027,69.662788,157.571182,26.666731,86.221848,44.586384,38.431583,122.923141,354.516418,58.366985,471.022308,37.848011,28.660601,99.786041,485.690002,130.650391,174.334534,187.613510,27.076305,197.984970,64.113335,92.769997,140.847885,42.042202,65.350166,176.548737,61.691109,193.243210,45.752720,34.676544,145.418549,97.489883,52.397022,166.278488
2021-01-06,123.123856,203.198547,156.919006,85.437851,261.259705,230.270004,251.993332,12.578444,115.256592,204.626221,137.933441,45.581459,121.888565,336.761658,36.218788,328.598053,235.314804,71.904831,155.676376,28.332304,85.477028,43.167950,38.194569,121.419525,349.119476,58.227394,478.407196,38.209457,28.413990,99.578300,466.309998,131.686554,174.998856,187.187729,28.991953,204.544952,64.198914,90.330002,141.546021,42.551758,68.549088,179.767059,62.455368,197.901230,46.195690,36.060616,147.361465,99.924438,55.267429,175.532272
2021-01-07,127.325203,208.980927,158.108002,87.989769,266.647461,232.880005,272.013336,13.305859,119.041542,205.771439,138.399490,45.578342,120.749336,339.429657,36.502956,333.866333,234.162704,72.241127,157.106949,28.957994,86.391876,42.689457,39.804199,121.028763,347.138245,58.692696,493.315186,38.691380,28.560423,100.544884,477.739990,134.091721,174.471298,188.057083,29.648239,207.452850,64.572449,95.160004,144.752411,42.456013,69.300728,180.063461,62.011036,198.554520,47.181080,37.046875,147.939819,99.692574,54.829571,175.867294
2021-01-08,128.424240,210.254242,159.134995,89.154633,265.486603,234.029999,293.339996,13.238799,119.172943,207.349823,138.114700,45.572132,120.697197,343.300720,36.908905,332.366241,236.651581,72.929741,157.656418,28.667177,86.845253,43.646458,40.006187,122.481422,349.044037,58.981178,505.117523,38.777431,28.614370,100.824921,485.100006,135.386856,174.578766,191.508057,29.435387,210.724152,64.658028,94.580002,147.527802,41.926495,70.908928,177.878418,62.082119,202.347092,46.692905,37.046875,149.150711,99.337059,55.170128,175.894485
2021-01-11,125.438484,208.215057,155.710495,87.094658,254.840164,233.429993,270.396667,13.582566,120.951530,204.886047,137.536484,45.777260,119.879730,337.819244,38.029335,329.951691,238.533646,73.346138,176.159134,29.143055,88.262032,42.894520,40.016953,120.705963,343.449036,58.655479,506.152710,39.035606,29.107584,100.129341,474.239990,136.034424,174.969574,190.053162,29.479734,211.269379,64.051071,97.250000,147.657120,41.679859,69.650345,176.464050,62.028805,201.566528,46.593472,37.593872,150.298355,99.375687,55.705288,175.532272
2021-01-12,125.263466,205.764221,156.041504,86.159393,249.134918,233.029999,283.146667,13.446207,122.852737,201.007553,136.466370,46.299404,119.183990,332.696625,38.873695,326.860229,243.018829,74.739372,169.394669,29.663000,88.877327,42.817623,40.342827,120.145248,343.628326,58.087803,491.777161,39.405651,28.652899,98.322624,471.649994,134.184265,171.940918,187.719955,30.100540,208.300964,63.086147,95.360001,148.510406,41.534794,69.702782,176.904480,63.557312,200.735031,48.130318,39.301182,152.711182,99.862602,57.310764,178.864349
2021-01-13,127.296066,207.114090,158.294495,86.646370,249.680649,234.509995,284.803345,13.493072,122.966637,201.479156,136.259247,45.826977,119.366623,336.004883,39.312126,324.729187,241.013626,74.667297,175.742233,29.486750,91.038948,42.860340,40.506218,121.130714,346.222961,57.752792,494.675903,39.035606,28.406296,101.312737,472.049988,132.324814,172.067902,188.154663,29.976379,207.565338,63.195084,91.779999,147.743332,41.389717,71.529480,175.329193,62.650856,201.710770,51.484241,38.977955,153.470276,98.092720,56.289097,177.370316
2021-01-14,125.370438,203.935699,156.373505,85.836555,243.727341,235.020004,281.666656,13.162519,123.685074,194.270721,138.641129,45.677814,118.096931,317.183228,40.846615,320.604279,235.992004,76.460922,176.869629,29.953815,91.432106,42.065689,40.583424,120.425613,341.882751,57.324722,489.943298,38.854897,28.321514,99.807121,463.269989,130.715134,169.439804,184.969818,30.818920,204.847885,63.171761,90.790001,148.001877,41.375214,72.132553,176.675812,63.041889,205.036713,53.563503,39.674133,153.976349,99.677109,56.726959,178.737610
2021-01-15,123.649033,203.581451,155.212494,85.672913,249.402832,233.490005,275.386658,12.822742,121.468445,194.010880,138.339066,44.953648,117.209938,313.622650,38.881824,321.308411,242.367966,73.738480,180.735031,29.090178,90.522919,41.612823,40.025028,120.111313,341.703461,57.492233,496.085968,39.095852,28.282991,100.949944,458.079987,130.178589,167.495590,186.220688,28.415483,204.891144,62.984985,88.209999,145.829819,41.621834,71.704262,174.439941,61.495583,208.286270,52.053772,37.394951,154.834808,99.228844,55.121479,176.220474
2021-01-19,124.320084,207.209839,156.037994,88.492111,259.066956,234.550003,281.516663,12.988021,120.942741,194.078278,140.479279,44.565151,116.183777,316.222900,39.653122,322.122498,240.257294,75.676216,188.039474,28.878681,91.882584,41.450470,41.229782,120.680504,334.447876,57.036224,500.266449,38.889313,28.306101,102.101860,456.500000,128.837234,168.296707,185.493210,28.938742,204.337280,63.732021,89.449997,150.139435,41.382469,72.377251,175.108963,61.637783,210.644989,52.424427,38.124298,154.852936,99.715752,55.607983,176.648239
2021-01-20,128.404709,214.772934,163.169006,93.232925,265.397308,234.759995,283.483337,13.327549,119.129143,198.264725,140.134094,45.224041,114.731453,324.925385,40.213329,320.887756,241.233475,76.372849,190.673218,28.499746,92.242989,41.595726,41.464085,120.060333,340.892090,57.287498,508.607880,39.018402,28.128855,102.392090,469.730011,132.102844,169.644974,189.520874,28.787968,205.150772,63.576405,88.750000,149.398193,41.534794,73.461052,176.226929,61.175686,214.115128,53.039165,37.593872,156.331131,100.534988,55.413376,175.082565
2021-01-21,133.111832,215.376068,165.349503,93.435257,270.745300,234.160004,281.663330,13.827862,118.130348,197.427368,139.573151,45.018917,114.618607,324.469391,39.060444,324.692566,245.410934,73.674400,191.705902,27.997427,91.129051,41.826431,41.907562,118.599213,342.307312,56.961796,505.176575,38.820477,28.113438,102.446510,472.019989,131.001892,167.339249,189.432144,28.380009,201.732361,63.288471,91.529999,150.923813,41.542046,73.163872,173.813278,60.526951,213.835129,56.465420,35.795406,156.285767,101.748421,53.856552,174.946014
2021-01-22,135.251450,216.314301,164.611496,93.852303,272.362640,232.919998,282.213318,13.673306,117.219139,194.424698,141.143829,45.478897,113.734962,319.181976,38.508350,317.878601,249.764175,73.450211,195.296570,27.803553,90.801422,41.433376,41.745979,117.732681,341.835571,56.170784,507.385162,38.527870,28.167381,102.346733,472.440002,128.911240,168.804749,189.299103,28.291321,206.007507,62.782650,92.790001,148.949982,41.687115,73.600906,171.289383,60.055962,215.082367,51.222069,35.381016,156.340179,91.670181,54.051159,174.718475
2021-01-25,138.995712,219.741608,164.699997,93.937607,275.845276,233.009995,293.600006,13.614225,115.755974,193.423767,143.240921,45.438484,115.694740,319.375946,38.078045,318.116455,250.714005,72.785614,201.179886,27.459858,90.506561,41.681171,41.725323,119.083405,341.439331,56.673306,511.555786,38.751621,28.729965,104.051926,473.440002,127.246117,167.935242,189.263580,28.592857,206.102753,63.296230,94.129997,149.044815,42.376213,75.925774,170.967545,58.900696,218.136795,50.119167,35.289845,157.881836,91.646980,53.467335,170.531174
2021-01-26,139.229172,222.422211,166.306503,94.615501,279.853851,231.570007,294.363342,13.396851,115.282875,194.415131,147.124390,45.845631,116.438347,317.930359,37.241783,313.817688,248.532898,71.552490,201.530396,27.265989,89.114143,42.116955,41.642735,120.459633,344.364227,57.510834,500.710114,38.949543,28.753088,104.060997,476.279999,124.979622,165.658829,191.073380,27.830145,202.493896,63.802044,94.709999,147.795013,41.034286,74.492378,170.281586,59.718266,219.409454,49.911236,34.543934,157.519089,94.668907,54.926868,170.412872
2021-01-27,138.159348,222.967911,161.628998,90.201500,270.021027,227.360001,288.053345,12.880828,112.023613,187.639755,144.880600,44.705009,112.317673,306.084320,36.819595,304.561646,241.013626,70.623665,196.651337,26.287792,84.191589,41.467556,39.921806,117.265495,336.259399,58.208794,475.715546,39.328201,27.928486,103.661896,460.000000,121.205261,159.279083,183.639099,26.757030,192.299103,62.097874,88.839996,140.434158,39.989746,70.087341,168.858734,58.207546,213.012161,48.446712,33.690277,152.087082,94.653435,55.364727,164.423264
2021-01-28,133.325821,228.740753,161.880997,91.900444,262.936615,230.949997,278.476654,13.013699,113.994942,190.767593,145.985260,44.677029,114.049927,314.612305,37.396038,309.281158,244.531418,71.280258,199.067200,26.719606,85.354652,41.997330,40.553795,118.242416,336.891571,56.971096,489.519226,39.018402,27.936272,109.194656,465.670013,124.628052,167.925461,183.479401,27.324631,197.811951,63.249561,87.519997,145.864304,40.163834,72.071365,171.789062,60.580273,210.203766,50.688698,34.071510,156.285767,92.806282,53.953846,167.800323
2021-01-29,128.336655,222.067947,160.309998,90.619026,256.318542,227.869995,264.510010,12.952622,112.733276,185.984467,140.781357,43.663845,112.168930,306.860535,36.405518,305.101227,238.173035,68.221489,197.030273,26.129173,83.937668,41.142849,40.442486,116.016724,332.523041,56.235924,502.553955,38.364365,27.967438,112.097076,458.769989,123.582703,164.300827,184.384308,26.499834,205.834442,61.981152,85.639999,143.679062,39.714104,70.681686,165.462585,59.300610,204.841553,50.182442,33.176430,151.307159,92.056595,51.959160,166.434921
2021-02-01,130.456818,229.430054,167.143997,93.877602,259.969879,229.320007,279.936676,13.199166,113.565620,190.902344,140.418884,43.284668,112.833839,311.973358,36.470482,305.485413,237.513428,69.190384,192.454361,26.402359,83.790245,41.424839,41.900368,116.364998,330.720978,57.240978,508.242950,39.070038,27.889536,111.144722,470.000000,125.543900,167.036392,184.464172,26.597389,209.218323,61.522015,87.660004,149.549683,39.373177,71.407097,165.623520,59.504997,203.993103,51.249191,33.740002,148.151367,93.161827,52.251068,168.146255
2021-02-02,131.283508,229.295990,169.000000,95.169434,265.000427,232.240005,290.929993,13.517999,117.061424,194.992538,139.158905,43.750866,112.676346,324.401489,37.046925,309.802429,239.351501,69.710831,187.167847,27.345299,84.748543,41.834976,42.810677,117.554314,335.495239,58.041286,511.260193,39.440086,27.258514,109.058601,484.929993,129.133270,172.888596,186.087646,27.271412,212.108856,61.685440,88.860001,151.535477,39.532764,72.482147,169.485474,62.330963,204.044037,52.433464,33.955490,151.134918,92.311661,54.683617,175.228241
2021-02-03,130.262299,232.637177,165.626495,102.100143,264.573792,232.679993,284.896667,13.491826,118.401947,193.789551,138.511642,43.884510,112.816338,322.897766,38.500229,309.043335,241.119202,71.232216,186.599396,27.829988,87.598885,41.672630,41.761227,117.248482,335.146088,57.855156,493.206787,39.388443,27.141657,109.040451,481.920013,128.245163,172.370773,185.156128,28.113949,206.171997,62.432495,87.889999,146.185120,39.743126,72.587029,168.655502,62.721962,201.150787,52.144184,35.811977,154.054901,92.064346,54.489017,174.272430
2021-02-04,133.617569,231.689407,166.550003,101.839806,264.415009,235.770004,283.329987,13.625193,121.126740,201.382858,139.797562,44.297871,112.886330,330.668823,39.239059,301.204987,245.208633,71.264229,191.014297,28.640743,88.893005,41.877697,42.249584,118.658630,336.412811,58.953259,482.104614,40.662094,27.180611,108.605087,489.380005,130.095352,176.083328,187.214294,29.057009,203.835342,65.078247,87.839996,149.150803,39.997005,72.543343,169.883530,64.588158,201.269577,53.470245,36.474991,156.911499,93.532799,55.705288,174.454529
2021-02-05,133.203644,231.871323,167.607498,103.585373,266.012512,235.160004,284.076660,13.552151,120.890175,200.920959,141.920517,44.866638,113.358780,328.650940,40.554333,296.805573,245.243866,71.472427,191.156433,28.526182,89.056831,42.424572,41.834850,119.746033,335.770020,59.185909,485.654205,41.376373,27.203979,112.496155,492.119995,134.239761,176.991959,188.589371,28.968040,203.887314,65.584068,87.900002,147.355774,40.127563,73.067719,171.856842,64.277107,200.505997,52.915447,36.814816,158.725174,94.127907,55.462036,175.683380
2021-02-08,133.349731,232.129761,166.147003,103.371635,264.504242,237.419998,287.806671,14.397480,122.782661,199.111618,142.326111,45.074867,113.008789,326.982208,42.299911,296.650146,246.272766,73.250023,194.945999,29.160677,87.508774,42.655281,42.435429,119.270256,340.175446,58.729923,488.809326,42.116459,27.126080,112.922462,493.760010,132.667114,185.628555,187.702209,29.715372,203.939163,66.914711,91.470001,151.856354,39.931709,72.892944,172.652969,64.419304,201.566528,53.806767,38.770760,162.479507,95.534515,56.483696,179.734116
2021-02-09,132.473114,233.374359,165.250000,102.918869,267.351990,239.910004,283.153320,14.222484,122.292015,198.755554,143.491150,45.323490,112.571373,323.499207,41.804504,301.488525,243.405701,72.833679,191.099564,29.037308,86.329330,42.467293,42.608692,118.590691,339.920258,59.251057,482.439880,41.737812,27.242933,113.511993,496.049988,131.168472,183.879745,191.605652,29.590811,205.107483,66.634590,90.910004,150.616348,39.895447,73.268776,171.094589,64.908081,200.785965,53.461155,38.853634,161.219009,95.628502,56.143135,179.579330
2021-02-10,131.869278,232.464874,164.328995,103.468826,269.753082,239.919998,268.273346,14.722049,122.362083,198.678543,143.957184,44.795143,112.177681,324.246277,42.209084,304.936646,245.094345,74.082787,193.638580,29.063740,85.223602,42.381840,42.197525,116.976631,336.668213,58.878826,478.081848,40.653484,27.063753,113.639000,492.670013,131.788239,185.267075,190.203979,29.537439,205.531601,66.875809,92.349998,151.197327,39.866428,73.338684,171.213165,64.401550,202.321655,53.533920,39.160286,160.729340,95.738152,55.462036,179.979889
2021-02-11,131.616013,234.063675,163.106506,103.581390,268.284637,239.759995,270.553345,15.207161,122.020393,203.054657,143.309952,44.760952,112.273911,332.648132,41.152214,304.634796,243.660828,73.682419,192.725342,28.975618,84.977875,42.979977,42.946232,114.657486,332.962280,58.348381,487.123291,40.946083,26.822254,115.044838,496.619995,132.787354,186.517624,190.088654,29.110390,208.274979,66.424492,92.660004,155.411667,39.605293,73.373650,171.230103,64.277107,200.902771,55.171036,38.842457,159.359970,94.696510,55.753933,180.553345
2021-02-12,131.849808,234.542313,163.885498,103.892838,268.393799,242.460007,272.040009,14.918488,123.755142,202.379944,143.758682,44.900806,111.652756,330.833801,41.713680,300.217133,244.056534,74.106804,197.206131,29.407434,85.543030,43.313217,43.658131,113.723061,333.482208,58.702007,500.710114,40.696510,27.048170,116.305588,498.839996,131.473724,183.352173,189.760376,29.831028,212.809860,67.015900,93.769997,155.775879,39.315155,72.656944,172.407333,64.525948,202.757584,56.216976,39.444668,160.656799,94.610344,57.067501,180.225662
2021-02-16,129.726456,233.307297,163.447495,104.669907,271.836823,245.279999,265.406677,15.286432,126.734024,200.394272,142.455597,45.270664,111.915222,331.037537,42.968719,296.906281,242.192154,75.625313,195.750580,30.200563,85.346458,42.954350,43.910397,114.156288,334.663940,57.827251,493.068787,40.025257,27.024799,116.115135,501.640015,131.094421,182.062531,190.762878,30.952032,209.668365,66.922516,91.459999,156.747086,39.278877,70.961357,172.297211,64.525948,199.022247,56.817261,40.858170,157.845505,94.038605,58.235130,184.221741
2021-02-17,127.437599,234.324448,165.432007,105.062653,271.439941,245.250000,266.049988,14.863394,127.128296,200.018356,142.964767,45.749287,112.387657,327.273132,43.637524,298.954956,247.055511,77.890907,196.416565,30.323933,87.058304,42.834709,43.313404,114.224258,338.483246,57.780712,491.471497,39.801517,27.180611,115.407661,491.230011,133.203644,182.150467,189.361191,32.553463,207.625931,67.397209,89.940002,154.813309,41.338936,70.515602,170.992981,64.925858,201.389954,56.253357,41.284737,160.629562,93.960289,57.699974,184.148926
2021-02-18,126.336975,233.931030,166.411499,104.427414,267.292450,243.500000,262.459991,14.786614,127.557602,201.791901,143.033768,42.784290,113.323784,328.369568,42.952202,300.372650,248.928680,77.143845,191.336319,30.130066,86.869919,43.381573,43.383427,114.997284,337.424408,57.762104,481.946838,39.878971,26.923531,113.747833,488.369995,134.221268,178.789597,191.117706,32.882641,205.453674,67.179306,88.639999,153.061691,41.331688,70.559326,172.364990,64.765892,198.757278,56.035076,39.887951,160.656799,94.555527,56.580994,181.982498
2021-02-19,126.492783,231.225067,162.494995,103.584389,259.523376,241.850006,260.433319,14.883838,129.686630,197.338715,140.651901,42.995625,111.215309,323.237274,43.241196,296.869629,245.929794,77.793472,191.146057,30.438501,86.009895,42.817623,43.984905,112.567696,335.391907,56.887337,472.146179,39.310993,26.830040,111.598228,479.119995,131.381271,179.424652,188.287735,33.656658,200.122604,66.494522,89.580002,154.657257,40.947243,68.260658,172.398865,65.992241,198.039291,57.308399,40.498528,161.001358,93.192764,58.478382,191.076141
2021-02-22,122.723442,225.026337,159.037003,101.871048,258.302948,244.970001,238.166672,14.314718,130.904495,200.799118,140.565048,42.793610,110.742867,330.503967,44.834770,299.668365,242.596680,79.896652,190.917725,30.976057,87.688988,43.261940,42.764004,112.125954,331.080963,59.976913,456.784668,39.095852,26.689814,111.153778,467.329987,126.432022,187.348038,188.128036,33.149548,195.155075,67.311607,85.370003,150.096008,40.947243,65.638611,172.449677,64.872528,197.851273,55.216518,42.556072,156.349243,94.657333,60.813633,198.494888
2021-02-23,122.587097,223.836502,159.725006,102.161636,263.789856,245.529999,232.946671,14.101578,131.955872,204.452286,139.323273,42.103638,111.565254,339.973053,45.454037,301.378784,235.024567,80.903603,192.630203,31.302128,87.041908,43.185051,42.363602,112.797081,323.461182,60.023453,452.377380,39.164700,26.417152,109.566536,467.799988,125.932487,192.555435,187.471542,33.042778,193.727081,67.264923,84.739998,149.887909,41.367958,65.297737,173.652313,65.752312,198.697510,55.589413,43.576485,152.885117,94.539856,61.251492,200.424713
2021-02-24,122.090340,225.064728,157.976501,103.336418,262.251953,248.449997,247.339996,14.457557,134.277634,211.508026,141.190338,41.401241,111.687744,356.369110,46.816418,303.848175,228.630997,83.891891,194.570923,32.060009,89.024048,43.330307,43.169758,112.210899,322.090454,60.209557,450.257507,39.362629,26.292501,110.999580,476.619995,125.488388,192.965759,189.201508,34.065922,192.991486,68.136452,86.940002,155.559052,41.433235,64.467438,178.725342,69.022606,196.586243,57.472103,45.726028,147.190079,96.497856,63.829983,202.509232
2021-02-25,117.843719,219.729538,152.858002,99.971237,252.706909,243.690002,227.406662,13.269463,132.455246,206.033066,141.337875,41.009640,110.742867,343.999298,46.040268,300.793304,224.479965,83.112335,193.904968,31.663441,87.910133,42.868885,41.040375,110.435455,315.661835,60.767937,445.140289,39.173306,26.347038,110.273979,459.160004,125.386665,186.586014,187.143311,33.416454,189.754761,67.327148,82.419998,147.876114,40.983509,65.069260,174.208313,65.557823,194.474991,54.934566,44.354340,143.753174,95.918274,62.078556,201.917542
2021-02-26,118.106697,222.982468,154.646500,100.266792,255.614075,240.509995,225.166672,13.675300,128.941940,204.722183,137.603851,40.378716,108.074448,343.300720,44.892559,303.857391,227.197479,81.204033,194.922928,30.588312,88.245949,41.860615,42.181377,109.747368,312.920135,60.032764,443.769836,38.613926,26.089952,108.641373,459.670013,124.937065,184.690628,184.001373,32.179787,190.109543,65.381737,84.510002,149.384964,40.113068,64.559669,172.132675,64.368629,192.252579,55.280178,43.501198,144.868591,93.145775,61.008228,196.510483
2021-03-01,124.466911,227.358063,157.307007,102.634743,262.847321,249.210007,239.476669,13.802188,131.859497,208.809097,138.350723,40.829380,108.739380,352.080963,46.568718,306.079926,230.082108,82.868736,196.426041,31.540085,88.794724,42.638187,43.950790,110.962143,313.648163,61.577545,453.116913,39.517532,26.245766,110.845398,469.570007,127.597458,190.493958,185.884750,32.998295,195.302185,66.105438,86.389999,154.067581,40.156586,66.694695,175.424728,66.487740,194.064667,57.190163,44.003044,146.854599,94.563362,63.781326,200.042374
2021-03-02,121.866325,224.412216,154.726501,102.377846,256.983368,249.220001,228.813339,13.367929,131.430176,207.980179,138.090240,40.437767,108.398186,352.003357,46.296238,306.070801,228.912415,83.185440,194.209442,31.310942,88.336044,42.809078,43.136543,111.344444,310.518951,62.033535,455.631042,39.173306,26.105539,111.135674,466.589996,127.013519,189.477905,186.259644,33.042778,193.934799,66.198830,84.129997,151.656876,39.880939,66.369598,175.731003,66.764900,192.910751,55.698559,43.727039,147.861191,94.242241,63.148869,196.455902
2021-03-03,118.885902,218.357391,150.250000,99.746094,253.421295,251.550003,217.733337,12.768153,133.971024,207.093338,135.658691,39.654556,107.750763,349.509918,46.667797,304.451874,226.335602,84.119255,192.173508,32.095249,87.402306,42.706543,41.570019,109.704857,306.226959,62.266193,444.637451,38.837681,26.791088,108.097176,448.450012,124.455032,187.836563,183.715698,33.532101,190.118225,66.261070,80.860001,147.928085,40.171097,63.716213,176.096756,67.122574,191.414932,54.479816,44.881271,143.544586,95.832138,65.386818,195.627533
2021-03-04,117.006081,217.560944,148.878494,100.862877,255.633896,245.479996,207.146667,12.334890,131.912048,203.864273,132.923340,39.635914,106.867104,339.080383,48.476048,305.311676,220.680740,84.858223,190.784515,32.325527,86.534111,42.672363,39.822147,110.315414,301.613525,61.056416,435.270660,38.347149,26.643078,105.221962,439.059998,122.397156,183.703873,182.840973,33.060566,185.557388,65.840874,77.750000,141.563171,39.750374,62.635529,172.634583,66.541367,189.679764,53.051876,46.520615,139.445663,94.069954,66.019272,193.679535
2021-03-05,118.262550,222.234024,150.022995,103.993988,262.222198,253.149994,199.316666,12.425883,132.218719,207.633163,135.554474,40.130089,110.217949,350.121155,50.309067,317.467102,222.958527,88.512413,196.854172,32.706345,87.394104,43.398674,40.410168,113.911812,299.987457,65.113808,440.604736,39.801517,26.791088,106.346649,440.829987,123.611496,185.618790,185.099258,33.300797,188.967224,67.047020,78.519997,145.630157,40.620819,62.117165,175.731003,67.220917,194.654449,55.243793,48.795624,143.807556,96.200241,66.214020,200.406464
2021-03-08,113.334114,218.194260,147.597504,99.552200,253.322067,257.609985,187.666672,11.560112,133.971024,212.317673,136.683380,39.744698,111.381531,360.259491,50.259525,320.274933,227.804306,89.121429,196.958832,32.883469,86.910881,44.124958,37.816624,113.141167,294.409698,67.151810,433.683258,40.885841,26.759924,104.877289,421.200012,124.733139,197.264526,186.652390,34.403988,183.800568,67.202675,73.959999,140.574615,41.193863,62.257736,176.683716,67.605392,194.722824,54.434330,49.163635,147.743271,97.750969,68.989182,201.699081
2021-03-09,117.941124,224.325836,153.142502,101.181725,263.670807,259.019989,224.526672,12.488776,133.024765,212.404434,136.943924,40.058605,110.392921,365.294861,49.483387,321.930420,233.019455,88.918419,196.083572,32.166103,87.467827,43.458481,39.823051,113.243919,301.367706,67.598511,441.827332,41.212856,26.837831,105.847786,439.179993,126.021645,190.034790,186.152557,33.923561,187.227661,67.755150,78.529999,147.728683,40.765896,65.034134,176.607178,66.907982,195.731461,56.999157,48.427605,150.527283,97.257538,68.161476,197.347931
2021-03-10,116.859993,223.020813,152.882004,100.974937,262.837341,263.989990,222.686661,12.436904,135.916016,215.112946,138.203064,41.081123,111.407768,370.320496,51.002655,319.753601,235.612366,90.436943,195.455673,33.096016,88.458885,43.954079,39.283520,114.382782,306.141907,67.114616,434.905853,41.557087,27.211771,105.104034,437.010010,127.541855,190.572144,190.401306,35.213600,184.276550,67.513931,77.519997,146.913544,41.404224,65.420700,181.115723,68.454826,196.560577,56.617172,49.698933,152.767197,100.147560,64.509987,201.225708
2021-03-11,118.788506,227.540375,155.679504,104.166061,271.747467,260.910004,233.199997,12.960832,135.206360,217.985413,138.194382,41.065575,111.031578,372.920563,50.622833,322.954865,237.922104,90.290779,195.227341,32.980885,88.352417,43.475567,40.728855,114.074524,310.698517,62.731487,454.063385,41.995979,27.040380,106.591537,451.059998,130.878967,192.223251,188.848236,34.590828,189.720108,67.412773,81.230003,151.708969,40.265388,65.772156,180.766937,68.892937,197.594833,57.581245,50.041859,154.843903,99.575829,59.738686,200.042374
2021-03-12,117.882675,226.216141,154.474503,101.659782,266.310150,260.019989,231.243332,12.823680,136.809677,216.260056,138.593872,41.684071,112.107674,371.300385,51.167793,326.782318,241.683228,90.591225,197.957794,33.600830,88.639107,43.389397,40.502628,113.920357,313.052582,62.498837,444.173981,42.013195,27.219563,105.856842,444.299988,130.192963,192.623825,189.535492,35.560585,185.791061,68.260963,81.050003,150.512253,40.352428,66.483803,182.366196,70.207321,196.902481,57.208347,49.506573,155.569366,99.943939,61.247971,208.453339
2021-03-15,120.765701,225.314194,154.084000,101.879967,271.618469,254.610001,235.979996,13.158087,136.126266,215.209381,139.305893,41.469616,112.475113,370.378662,49.863197,324.818146,246.497391,89.527451,179.958115,33.432556,90.309998,43.966667,42.262161,113.911812,312.456970,63.029270,446.729156,42.520931,27.585705,107.117592,447.589996,134.355103,192.233002,196.783417,35.320377,187.798859,68.229836,82.500000,151.674225,40.359680,66.352028,183.914459,71.146141,201.689148,58.017807,48.645077,157.972488,100.703629,64.996841,210.037170
2021-03-16,122.304619,228.096893,154.593002,103.340401,277.105408,251.500000,225.626663,13.257836,134.496674,216.587769,140.130859,41.457184,112.807579,370.980194,48.806328,325.478943,249.630188,87.408012,181.613464,33.335136,90.785034,44.130371,42.927383,114.750977,309.375031,62.210358,440.425140,42.744678,27.912899,107.226448,450.540009,134.086288,189.770996,196.247879,35.008980,186.846878,68.634491,82.750000,153.607986,40.359680,66.229034,180.179962,69.956970,205.415894,58.918224,47.323563,158.997299,100.437340,64.023125,206.141235
2021-03-17,121.515686,227.454025,156.786499,103.257584,281.798584,252.000000,233.936661,13.307708,135.880981,214.968430,139.609848,41.112198,112.352631,367.390442,49.020992,323.257721,247.815994,87.724716,177.646347,33.609692,86.034477,44.147602,43.413048,114.417030,311.209137,61.624065,436.656525,42.529533,27.881744,106.682236,451.010010,134.243835,190.747986,200.041458,35.444916,185.323700,69.412651,82.629997,155.524429,40.439476,64.102814,181.217819,71.137238,208.792236,59.827744,47.532650,158.190170,101.056084,66.262695,212.667892
2021-03-18,117.395676,221.389603,151.399506,100.238533,276.450500,252.460007,217.720001,12.690515,138.123901,212.693619,139.349319,40.575394,112.597626,356.058746,46.907238,332.317108,250.585968,84.549644,174.982544,34.486446,84.994247,43.570339,41.667870,113.483658,305.338257,62.107979,439.754242,41.995979,27.866163,107.126671,439.179993,132.714355,187.856110,198.961380,36.307911,186.890167,70.470970,78.120003,151.197327,40.845684,62.494965,182.910629,69.688721,208.920410,57.963242,44.647068,158.580078,101.862755,64.509987,209.982574
2021-03-19,116.869720,221.034531,153.748001,100.517227,287.851074,250.990005,218.289993,12.813457,135.924774,199.430344,138.975937,41.115322,111.993958,345.881500,46.643028,335.557251,255.842636,83.948723,175.325027,34.123356,84.707588,43.777126,42.926365,115.170555,310.944397,61.661304,439.024200,42.150887,27.679186,109.067673,441.500000,127.449173,186.742325,198.550781,35.258095,191.312515,70.384232,79.059998,152.602081,40.794907,62.240185,181.115723,70.064270,210.219666,57.990520,43.994682,162.769699,100.954247,64.363937,205.076187
